id,author_id,parent_id,step,week_number,step_number,text,timestamp,likes,first_reported_at,first_reported_reason,moderation_state,moderated
21375323,76e407c0-9b4e-4d2c-ac31-f05741b2c233,,1.1,1,1,"This survey is not going to provide an accurate result. The providers must review the statements and questions for structural correctness. One page offered no question so therefore there was nothing to answer. Say what you mean, mean what you say; the quest for excellence should not be dead. ",2017-04-24 12:03:13 UTC,0,,,,
21376890,e3793c87-f457-4c04-a18d-b4af0d2cd71c,,1.1,1,1,"Not opening, tried a lot ",2017-04-24 12:54:57 UTC,0,,,,
21377356,36af1ce9-f377-45b7-8e2b-62c0aee125ec,,1.4,1,4,I look forward to this course because I want to do college of automotive engineering. My expectation is to get the most out of knowledge and learn more about the engineering world.,2017-04-24 13:09:55 UTC,1,,,,
21378555,eb9ff5a0-0286-4292-b625-29384c64547a,,1.4,1,4,I'm a civil engineer graduate. Dealing with loads is my thing. I hope to improve on my knowledge of forces and its effects on objects,2017-04-24 13:45:25 UTC,0,,,,
21378564,eb9ff5a0-0286-4292-b625-29384c64547a,,1.4,1,4,I'm a civil engineer graduate. Dealing with loads is my thing. I hope to improve on my knowledge of forces and its effects on objects,2017-04-24 13:45:42 UTC,0,,,,
21378724,db16287e-513c-4099-8986-f02c49a7ebb8,,1.4,1,4,"I find very interesting the fact that mechanics fundamentals can explain our world. In fact, knowing how basic processes work, we can make up a lot of useful things. ",2017-04-24 13:50:27 UTC,0,,,,
21378814,43b089a5-e9a4-4656-a05e-736018f55b30,,1.1,1,1,"Didn't work on my iPad. Worked straight away on my pc. Probably uses flash, would be keen to understand if it worked on an android tablet?",2017-04-24 13:53:02 UTC,0,,,,
21379312,3812012f-249c-4d64-8c29-3a3e34edba3f,,1.8,1,8,Excellent. Learning very fast,2017-04-24 14:06:23 UTC,0,,,,
21379401,808ef05f-723d-42c8-a99d-6c0f78eb0dd2,,1.2,1,2,"Hello everyone, I am a chemical engineer and I have recently finished my master's degree in materials, my thesis was about biomaterials, specifically nanocomposites for bone tissue reconstruction. Now, I am deciding which is the best field to seek after, I am currently teaching mechanical testing and I am in love with it. Perhaps, mechanical engineering is my passion, I am intrigued about it and truly hope this course will enlighten my mind. I am from the south of Brazil, my city is Joinville and is known for its industrial potencial. I believe this will be a great time. ",2017-04-24 14:09:03 UTC,3,,,,
21379476,5f2a623f-305d-4476-ad0a-d90295157177,,1.6,1,6,I'll skip this one. My Father was a locksmith and we had this discussion when I was 10 on how and or why springs ware out and why a lock had to be mounted in the upright position or it would not function properly for long.,2017-04-24 14:11:09 UTC,2,,,,
21379619,42e75b0e-f20b-43ba-9914-2c71a9ebe598,,1.1,1,1,I'm using a laptop I've used for several other courses and had no access trouble. The survey didn't give all the types of answers I would have liked to have submitted but in general I was able to complete the majority of questions satisfactorily. (at least to me),2017-04-24 14:15:30 UTC,1,,,,
21379685,1567fb23-4106-4680-ab9e-576e3b92b0a0,,1.4,1,4,"I'm most looking forward to learning the fundamental laws that are relevant to engineering such as gravity, aerodynamics, fluid and material mechanics. Essentially the laws that will determine what is a viable idea for an engineering project versus non-viable. What seems to be the most fun within engineering is figuring out what ideas are possible and what is not, and being able to determine between the two. This is what I hope to get out of the course, and what I want my newly acquired ""engineer eyes"" to be able to do. ",2017-04-24 14:17:12 UTC,1,,,,
21380074,42e75b0e-f20b-43ba-9914-2c71a9ebe598,,1.2,1,2,"I was enthusiastic about this course but listening to our educators in the video, there obvious love and knowledge of the subject has increased my looking forward to taking part in the course. From the comments below It tells me that we have a very good ""lot"" who I look forward to exchanging ideas with. ",2017-04-24 14:28:15 UTC,5,,,,
21380118,7b9cf0f2-118c-41cd-a145-2e061bdca792,,1.2,1,2,What's a MOOC?,2017-04-24 14:29:19 UTC,0,,,,
21380132,808ef05f-723d-42c8-a99d-6c0f78eb0dd2,,1.4,1,4,"I feel that understanding forces, statics and dynamics will help me a lot when I have to teach, and experiments will be of tremendous support to fix the laws that we will review in this course. ",2017-04-24 14:29:37 UTC,0,,,,
21380641,9695eecc-3428-4f0f-a0c3-8f56488fe5f4,,1.4,1,4,I am not focussed on one specific segment. As a technical writer I will need to understand what an engineer tells me. I just need some technical background and basic understanding.,2017-04-24 14:44:57 UTC,1,,,,
21380972,42e75b0e-f20b-43ba-9914-2c71a9ebe598,,1.3,1,3,"I was hoping that the course would include - Material Science, Aerodynamics and Fluid Mecnanics. It seems that the course will cover these subjects and I'm looking forward to learning something new and exciting from these subjects.",2017-04-24 14:54:37 UTC,1,,,,
21381059,d790da51-d1f9-4d6b-a64f-edcea024d392,21380118,1.2,1,2,"Massive Open Online Course. It's a course that is open to anyone and everyone hence massive open, provided online. ",2017-04-24 14:57:29 UTC,2,,,,
21381440,42e75b0e-f20b-43ba-9914-2c71a9ebe598,21379685,1.4,1,4,"Hi Henry. I have a pretty good idea of Gravity since I've studied it up to General Theory of Relativity, however the other subjects you have outlined are the three most important ones which I want to learn more about. 
The only part which will not be included, and I hoped would be, is calculus and having worked in other sections of Engineering, I think it will be difficult to explain any aspect of Engineering without using it. However, having listened to the videos, I'm sure that our tutors will give us extremely good explanations and should I want calculus I can stick my own bits in if I think it will help me understand any further.",2017-04-24 15:09:41 UTC,0,,,,
21382169,42e75b0e-f20b-43ba-9914-2c71a9ebe598,21371622,1.6,1,6,"Hi Brian. I continually tell my grandson to carefully read the question before giving and answer. God knows how many times I've done the very opposite in previous courses and got  ""INCORRECT"" jumping out at me. (I never tell my grandson that). You, like me, are merely human and read what the question should be saying. So, you are not an idiot. I've tried to solve the problem by reading the questions 3 times. I've found that helps.",2017-04-24 15:32:47 UTC,0,,,,
21383637,650b66ac-79bc-4979-9c87-49b41998c656,21372252,1.3,1,3,"I'm in a similar boat, Bruce. I'm telling myself it can only be beneficial to expose myself to the concepts, even if some of it's over my head. ",2017-04-24 16:21:36 UTC,0,,,,
21384281,650b66ac-79bc-4979-9c87-49b41998c656,,1.4,1,4,"I am extremely interested in civil and aeronautical engineering. However, I neglected maths big time in school. I gave up on them early, and have only learned in recent years that I am not only capable of doing them but also deeply moved by their perfect beauty. I'm still a student, albeit ""non-traditional"", as I am now in my thirties, and a part of me still asks, bravely, if I could find my way in an engineering field (...and, like, not cry every day). 

Maybe this course will give me an idea. I'm going to be doing the experiments at home, probably with my toddler, and actually look forward to that. At the least, I know scientific, methodical thinking is of great value (and in high demand), and I look forward to applying the principles presented here in day-to-day life.",2017-04-24 16:43:31 UTC,3,,,,
21385021,d55790af-61b9-4a9c-b98c-60a746ce8022,,1.4,1,4,"I'm interested in knowing about forces, stress and strain as they pop up in various places in my work (geology) and in a new interest (material science).  Also looking forward to the maths behind it - equations (that arent too complicated) add another dimension to the understanding.",2017-04-24 17:08:55 UTC,0,,,,
21386814,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.6,1,6,"Experiment results at

https://padlet.com/brian_rogers1/ua194008n0gz

Well what fun, haven't done anything like this since the early 70s. The results i got seem to be pretty linear however I would put a hold on making to many predictions as the recorded results are pretty low accuracy as the position of the bolts in the yogurt container had an impact on the measurements.

Like the results from the ""stretching"" and hang time experiment certainly demonstrates creep",2017-04-24 18:16:36 UTC,0,,,,
21386941,5c992966-6db3-4674-adf2-13ed1f0e77bd,,1.4,1,4,"I hope to enjoy the practical bits and the videos, being a retired CDT teacher in the UK",2017-04-24 18:21:02 UTC,0,,,,
21388079,27a4aa56-dfe2-4668-83a9-c4722945c2e6,,1.4,1,4,"I'm professionally far away from engineering but just for fun I want to understand better forces ,energy, statics and dynamics. 
I hope after this course I'll be able to see the world around me in a another ways . ",2017-04-24 19:02:07 UTC,3,,,,
21388559,04349cae-8c56-40ad-ab09-e899107f55a6,,1.4,1,4,"I am a Civil engineering student and i am kind a stuck at theoretical part and i don't get much of the practical part , I hope through this course i get more of it and understand the basics that i missed and mathematics behind those basics ",2017-04-24 19:20:47 UTC,2,,,,
21390527,25d0d2d3-5d3a-427a-8331-83cf0c88b908,,1.4,1,4,"The segments appealing to me are mainly the theoretical to physical application, knowing most of the theories and why they work. Aerodynamics is something that appeals to me as well given the almost magical way that airplanes seem to work, but of course, it's not magic it's physics and engineering. 

I do sincerely hope to be able to take away the formulae and be able to apply and/or figure out how to apply them on daily objects. I, hopefully, will be able to see the world through those engineers eyes on a daily basis.",2017-04-24 20:34:25 UTC,1,,,,
21391062,b8aacaca-753b-4ca9-a4e0-c64b6cd8c602,,1.4,1,4,I would like learning to English language this course.Because I will apply for aerospace course in the UK. Therefore very important for me know and understand this informations about physic and engineering. ,2017-04-24 20:57:53 UTC,4,,,,
21391324,25d0d2d3-5d3a-427a-8331-83cf0c88b908,,1.6,1,6,"I believe that for the chain having more than one band allows there to be more joints to hold the levels of stress. On the singular band we only have one place to collect stress, the bottom of the band, however on the multiple bands we can spread out our stress in multiple spots to help prevent things such as a breakage as quickly or more creep within a certain amount of time. 

One big question I do have however is, though, we see him lift the pan to the approximate halfway point between the table and the plank to help explain bounce, the question was will the pan touch the table; the pan did not touch the table. My main question is why not? It appeared as if it would, but then it didn't.

This can also be followed up with, if you lift it higher will it actually hit the ground?

I can not test my second question as I don not have any pans or anything like it to contain my weights.",2017-04-24 21:10:45 UTC,1,,,,
21391925,cd118beb-8cab-4633-9cad-5d9e47b50593,21378814,1.1,1,1,Yes it does work on an Android tablet,2017-04-24 21:42:56 UTC,0,,,,
21392089,cd118beb-8cab-4633-9cad-5d9e47b50593,21391324,1.6,1,6,"Hello

If you lift the pan higher it will hit the floor as it has further to fall and has greater energy leading to the spring stretching further to absorb that energy. Due to friction losses in the passage of the pan through the air and the extension of the spring the pan will never fall as far as it is raised (not 100% efficient)",2017-04-24 21:53:43 UTC,1,,,,
21392508,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.6,1,6,"The level of elasticity and resistance of the rubber bands are not linear Their efficiency at storing potential energy varies with the amount of potential energy applied, as the demand gets closer to the rubber bands maximum potential, the resistance of the elasticity increases and so the efficiency of the energy transfer decreases. At the same time the resistance to elasticity and therefore potential energy turns to heat, this temperature rise is what causes the ""creep"" in the rubber band. This occurs in metals at room temperature also, due to the same process. (tho the amount of creep is much smaller)

(Edit)
I fear it doesn't actually answer the question being asked tho. lol
I may have over complicated the question by a factor of about 10x lol
Its actually asking about the series relationship and how the travel per kg remains the same for each spring in series, yet each spring in a series connection will see the same total weight applied to all the springs in a series connection.so you end up with longer total travel, yet the same amount of travel for each individual series connected spring.
 ",2017-04-24 22:19:11 UTC,3,,,,
21392716,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.8,1,8,"Reality is a great place to prove theoretical calculation incomplete. 
",2017-04-24 22:33:48 UTC,1,,,,
21393987,e974f20e-6b38-497b-ae4e-6f344c1ef756,,1.4,1,4,I would like to learn more about how forces will affect the mechanical load of a device. I am currently a mechanical engineer student and would like to get ahead of my courses. ,2017-04-25 00:59:07 UTC,0,,,,
21394266,95af6e50-3a74-4251-bbc2-a32eff0cf491,,1.4,1,4,"I'm interested in everything which was mentioned in the introduction. But particularly looking forward to trying some of the practical experiments as I find I learn best by applying and trying things rather than just ""book learning"".",2017-04-25 01:27:02 UTC,1,,,,
21395335,2e9820c9-ac7e-4aad-a987-97c4e4172f8d,,1.4,1,4,"I am interested in learning more about the basics I missed of physics, knowing the theories and how they work.",2017-04-25 03:12:09 UTC,0,,,,
21395715,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.9,1,9,"How do we provide evidence of completion of the Retro tutorial?
",2017-04-25 03:51:26 UTC,0,,,,
21396110,cff629d3-e4d5-4b09-8814-a953f205c2ad,21372252,1.3,1,3,Exciting ,2017-04-25 04:37:38 UTC,0,,,,
21396119,cff629d3-e4d5-4b09-8814-a953f205c2ad,,1.3,1,3,"It looks interesting and complicated, I am up for the challenge",2017-04-25 04:38:43 UTC,2,,,,
21396135,cff629d3-e4d5-4b09-8814-a953f205c2ad,,1.4,1,4,I have changed career and hoping to get more of idea of what I have chosen and how to put it all in practice ,2017-04-25 04:40:46 UTC,0,,,,
21396351,91b18115-6d81-4d0c-a276-d136480ab0df,,1.4,1,4,I would like to know more about mechanics.,2017-04-25 05:04:09 UTC,0,,,,
21396815,7aa7c1dc-0743-4c6b-91a9-a0846ad9f01b,,1.4,1,4,"I am interested in learning more about basic engineering principals and techniques, so this course will definitely be of benefit to me.",2017-04-25 05:48:46 UTC,0,,,,
21396873,832687f6-1a89-4dde-a8e0-d145ee5b5659,,1.4,1,4,I really interest in doing the practical experiment and also understanding free body diagram,2017-04-25 05:54:58 UTC,0,,,,
21396978,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.9,1,9,"OK, so further information required for spring stiffness calculations, or clarification needed for Question RT1.4.
The answer for RT1.4 should be somewhere near 300x the answer for question RT1.2 yet when we check against the answers, its not even close, the process of converting a non-linear spring to a linear spring seems to have an alarmingly high rate of error, and Im wondering why the line drawn is not done so as a mean or median sample? Also the question specifies a particular load at which to determine the stiffness of the spring, and does not ask for an average stiffness? 

Can someone make sense of this?
 ",2017-04-25 06:03:37 UTC,0,,,,
21397535,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.9,1,9,"RT1.5 has a typo where it states weight, this should read force. 
RT1.6 says Estimate the ""load"" is this load ""force"" or ""mass""
RT1.8 Also needs clarification, no direction of force  on diagrams Question only states that the springs are connected in series and does not state how the force is being applied. ",2017-04-25 06:43:40 UTC,1,,,,
21398259,8553908d-7193-40a9-b7c7-c8e994c34c7e,,1.11,1,11,"Assumption is the enemy to Function, 
If you assume something is so, whithout understanding why it is so, 
than you are doomed to make an ASS out of U and ME (ASS-U-ME).

P.s. Please add some detail to the questions, the last Quizzy in Q3 asked about whether the spring was compressing or decompressing, and without units to specify whether the force was ascending or descending one cannot know, ofcourse one can assume that ""up"" is ascending, but Ive already covered assume. (see above) ",2017-04-25 07:29:52 UTC,0,,,,
21399512,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.8,1,8,"Carrying out the practical experiment and presenting the results as a diagram highlighted other characteristics of the spring that were not initially obvious during the thought experiment (linear, softening and stiffening springs). In my case the results were not conclusive due to a lack of accuracy and good experimentation housekeeping (found the way the weights were added could affect the results) so although the experiment was a failure in its planned objective it did reveal other interesting concepts. 

Learning points

1. Good experimentation housekeeping
2. Accuracy
3. Be aware and ready for the unexpected",2017-04-25 08:41:29 UTC,0,,,,
21400468,cd118beb-8cab-4633-9cad-5d9e47b50593,21395715,1.9,1,9,You don't it's for you own personal satisfaction,2017-04-25 09:32:18 UTC,1,,,,
21400720,cd118beb-8cab-4633-9cad-5d9e47b50593,21396978,1.9,1,9,"Hi Robert, as the spring in non linear an average of different loads cannot be taken, only an instantaneous value has a true meaning. You could specify a spring as having a range of values (from x to y) with an instantaneous value of a at point b

The calculation of the instantaneous value does depend on the eye of the observer in placing that tangential line so will be an approximation, my answer was slightly different but was within an acceptable margin of error, if you work through the answer your will see that the numbers given are correct",2017-04-25 09:43:19 UTC,0,,,,
21400824,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.9,1,9,"Interesting bit of work, not used paper and pencil for years so it's quiet refreshing, you certainly loose your mental arithmetic skills if you haven't used them for a long time ",2017-04-25 09:48:15 UTC,1,,,,
21401191,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.11,1,11,"Having problems loading onto course padlet wall so heres known personal one

https://padlet.com/brian_rogers1/ua194008n0gz

Enjoyed this week, doing somethings that I've not done for a long time, now going to go back to the start and read all the participants feedback to see what else I can learn",2017-04-25 10:05:16 UTC,1,,,,
21401265,e7c3ceb5-ecbd-4cc0-9e5c-49326ce3ad73,,1.2,1,2,Understand,2017-04-25 10:08:26 UTC,0,,,,
21401643,82fdbdfd-4b9d-4e4d-8411-c27250fddfc7,,1.4,1,4,"videos ,because its very interesting  ",2017-04-25 10:26:55 UTC,0,,,,
21401898,25d0d2d3-5d3a-427a-8331-83cf0c88b908,21391324,1.6,1,6,"Okay thank you very much for the answer and explanation!

I just got some half gallon drinks last night, now I just need to empty them to create the pans,so I can effectively do the experiments now. 

Again thank you very much! ",2017-04-25 10:39:08 UTC,0,,,,
21402512,d836b3a1-cff2-451a-8fab-15acb61f01bf,,1.4,1,4,I am interested in practical of mechanical engineering,2017-04-25 11:07:13 UTC,0,,,,
21402547,47d7faa8-0baa-4098-81c1-9e9db958f660,,1.4,1,4,"I learned basic physics in high school but very generalized. I would like to understand more of fluid mechanics, since it seems like a phenomenon that doesn't have specific rules that govern how it works; it would be cool to see some practical applications using conclusions we can make from fluid mechanics.",2017-04-25 11:09:15 UTC,0,,,,
21405412,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.13,1,13,"Useful web site

http://www.bbc.co.uk/schools/gcsebitesize/science/add_aqa/forces/forceselasticityrev2.shtml",2017-04-25 13:31:18 UTC,0,,,,
21405476,cd118beb-8cab-4633-9cad-5d9e47b50593,,1.13,1,13,"Useful web site

https://en.m.wikipedia.org/wiki/Series_and_parallel_springs

This is more in my domain, good old capactors in series and in parallel",2017-04-25 13:34:04 UTC,0,,,,
21405830,78ed8583-bbfd-4521-a17e-5afafba3c0a8,,1.1,1,1,Interesting survey and also gave me some new ideas and perspectives :),2017-04-25 13:50:07 UTC,1,,,,
21405950,78ed8583-bbfd-4521-a17e-5afafba3c0a8,,1.2,1,2,The opening video was kind of cute :) It is nice to know that people can be passionate about engineering topics. ,2017-04-25 13:55:07 UTC,2,,,,
21406627,42e75b0e-f20b-43ba-9914-2c71a9ebe598,,1.8,1,8,"All theories I have ever come across don't get recognised until they are verified by experiment. Not all theories agree with experimentation. Even those which have been verified by experimentation don't always agree. They may be out by extremely small amounts but I have never heard of an experiment agreeing, in total, with theory. So, who do we believe? The theorists or the experimenters. 
We have been given a bit of theory in the video but are the materials we are being asked to use, consistent in their makeup to allow us to produce the curve required. 
I have seen a programme showing how jet engine rotary blades are ""grown"" so that they consist of a single crystal. Can't get much better than that for consistency. ",2017-04-25 14:23:05 UTC,2,,,,
21407867,363f8cf8-9a33-4d77-a577-6976562cb344,,1.4,1,4,I am a high school student and is currently learning physics in school. I would like to see the theorem in physics being applied to the real world. ,2017-04-25 15:16:54 UTC,4,,,,
